sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,state,race,math_score,reading_score,writing_score,attendance_rate,suspensions,expulsions,teacher_support,counseling,social_worker_visits,parental_involvement
M,19,U,LE3,A,4,2,at_home,teacher,mother,3,2,4,yes,yes,no,no,no,yes,yes,no,4,1,5,1,3,3,69,Texas,African American,63,24,33,81.86,0,1,yes,no,1,high
F,15,U,LE3,T,4,2,health,health,father,1,2,3,yes,no,yes,yes,yes,yes,no,no,4,2,1,1,1,5,46,Texas,White,56,100,71,99.65,2,1,no,no,0,medium
F,17,R,GT3,T,0,1,other,teacher,other,3,2,4,yes,no,yes,no,no,yes,yes,no,1,4,3,1,2,4,78,Texas,Other,81,45,100,70.79,3,0,no,no,1,low
F,16,R,GT3,T,3,0,teacher,other,mother,3,2,4,no,no,no,yes,yes,no,yes,yes,5,3,1,3,1,5,30,California,Asian,14,80,3,96.85,2,0,yes,no,2,medium
F,16,U,GT3,A,2,3,at_home,other,other,4,2,2,yes,no,no,yes,no,no,no,no,1,4,4,4,3,2,27,California,Hispanic,79,94,17,73.51,3,0,yes,yes,4,low
M,16,R,LE3,A,2,0,other,health,other,2,1,1,yes,no,yes,no,no,yes,no,no,3,4,2,1,5,5,37,Texas,African American,84,9,33,88.32,3,1,no,no,3,high
M,19,U,LE3,T,4,1,health,health,father,3,1,2,yes,yes,yes,yes,no,yes,no,no,5,1,1,2,4,5,47,Florida,Other,24,49,27,98.49,2,1,no,yes,2,high
M,19,U,GT3,T,4,2,teacher,at_home,mother,1,3,4,yes,yes,yes,no,no,no,no,no,2,5,2,4,4,3,35,Florida,White,87,55,37,88.48,1,1,yes,no,1,high
M,19,R,GT3,T,1,3,teacher,teacher,father,4,2,1,no,yes,yes,no,yes,yes,no,no,1,4,4,1,4,1,51,Texas,Asian,15,71,68,75.7,2,1,yes,no,2,low
M,18,R,LE3,A,4,0,other,services,other,2,4,2,yes,no,no,no,no,no,yes,yes,3,3,2,3,4,1,93,Florida,Other,48,0,28,76.22,3,0,no,no,0,low
M,16,R,GT3,T,0,3,services,other,father,3,3,4,no,yes,no,no,no,yes,no,no,3,3,4,2,5,1,14,California,African American,72,8,35,70.9,2,0,yes,yes,4,low
M,17,R,LE3,A,1,1,health,at_home,mother,4,4,4,yes,yes,yes,no,yes,yes,yes,no,2,3,5,5,5,4,0,Florida,Other,78,47,42,80.67,0,1,yes,no,3,high
F,19,R,LE3,T,0,2,other,services,other,4,4,1,yes,no,no,no,yes,yes,yes,no,5,3,5,4,4,5,52,Texas,White,47,25,5,87.54,2,0,yes,yes,1,low
M,19,R,GT3,T,3,4,at_home,health,other,4,2,1,no,no,yes,no,yes,no,yes,no,4,5,5,5,5,3,68,California,Hispanic,76,9,93,94.31,2,1,no,yes,4,low
F,16,R,LE3,T,3,2,other,services,father,3,3,1,yes,no,yes,yes,no,no,no,yes,3,2,3,4,5,5,86,California,White,59,89,51,87.48,2,1,yes,yes,2,medium
F,19,U,GT3,A,3,0,other,other,other,4,1,4,no,no,no,yes,yes,no,no,no,5,1,5,2,1,4,30,Florida,Hispanic,60,57,94,97.36,2,0,no,yes,0,high
M,18,R,GT3,T,1,4,health,other,other,3,2,2,yes,no,yes,yes,no,no,no,no,5,3,2,1,3,2,26,Florida,African American,43,44,38,90.74,1,0,yes,no,2,low
M,18,U,LE3,A,2,0,at_home,services,mother,3,2,4,no,yes,no,no,yes,no,yes,no,5,2,4,2,3,1,18,Florida,Asian,23,17,13,86.59,2,1,yes,no,0,low
M,19,R,GT3,A,2,4,services,health,father,2,3,1,yes,no,yes,no,yes,yes,yes,no,5,4,1,4,4,1,11,California,White,50,58,44,76.18,3,1,no,yes,0,medium
F,16,R,GT3,T,2,0,health,other,mother,1,4,2,yes,no,yes,yes,yes,no,no,yes,3,4,4,1,5,5,11,California,Asian,32,56,89,93.55,0,1,no,yes,1,high
F,16,U,LE3,A,1,4,health,teacher,father,2,3,4,no,yes,yes,yes,yes,yes,yes,yes,2,4,5,3,2,3,20,California,White,11,66,89,79.09,3,0,yes,yes,3,high
F,16,R,GT3,A,4,4,health,other,father,2,3,2,yes,yes,no,yes,yes,no,yes,no,4,1,4,1,1,5,16,Florida,Asian,9,27,44,79.63,1,1,yes,no,0,high
M,15,R,LE3,T,0,2,teacher,health,father,3,2,4,yes,yes,no,yes,no,no,no,no,3,1,4,2,1,5,38,Florida,Hispanic,30,80,9,73.18,1,0,yes,no,2,medium
M,19,R,GT3,A,2,2,other,services,father,3,1,4,no,yes,no,no,no,no,yes,no,2,1,2,2,3,2,72,Texas,Other,55,14,6,71.53,2,0,no,yes,4,medium
M,16,R,GT3,T,4,4,teacher,services,father,1,2,4,no,no,yes,yes,yes,yes,no,no,5,5,1,3,3,4,53,California,Other,3,34,15,83.66,3,0,yes,yes,3,high
M,18,U,LE3,T,0,3,services,other,father,3,2,1,no,no,yes,no,yes,yes,yes,yes,2,1,4,3,3,1,61,Florida,Hispanic,35,41,13,73.68,0,1,no,yes,1,low
M,17,R,GT3,A,3,0,at_home,services,father,2,3,4,yes,yes,yes,yes,yes,no,no,no,5,5,5,2,5,4,17,Florida,Hispanic,9,24,25,80.16,1,0,no,no,4,medium
F,17,R,GT3,A,2,2,at_home,other,other,4,4,1,no,no,no,yes,no,no,no,yes,3,4,2,1,3,4,57,California,African American,66,12,41,95.13,3,0,yes,no,0,medium
M,16,R,GT3,A,3,2,services,other,other,3,2,4,no,no,no,no,no,no,no,yes,2,5,3,3,4,2,54,Florida,White,21,65,64,79.88,3,0,no,no,0,medium
M,17,R,GT3,A,4,1,teacher,health,other,4,1,2,yes,no,yes,no,no,yes,yes,no,1,1,5,5,3,2,81,Florida,Asian,84,98,50,88.62,3,0,yes,no,0,medium
M,17,U,GT3,A,2,2,other,services,father,1,3,1,no,yes,no,no,yes,yes,no,yes,5,3,5,3,3,1,20,Texas,Hispanic,37,56,93,95.53,2,0,yes,no,3,low
M,15,U,GT3,T,0,0,at_home,at_home,other,2,3,1,no,yes,yes,no,yes,yes,no,yes,5,5,2,1,1,4,19,Texas,Asian,45,60,62,74.47,2,1,no,no,0,low
F,18,U,GT3,T,0,2,services,at_home,mother,3,2,4,yes,yes,yes,no,yes,no,no,yes,4,2,3,5,1,4,29,Florida,White,66,85,86,98.4,2,0,yes,no,4,low
M,18,R,LE3,A,2,3,health,teacher,mother,2,1,4,yes,no,yes,yes,yes,yes,no,yes,3,4,2,3,4,2,8,Texas,Asian,28,81,1,86.81,0,0,no,no,4,high
M,15,R,LE3,T,0,1,teacher,at_home,mother,2,3,1,no,no,yes,no,yes,yes,no,no,1,4,5,4,1,1,52,California,Other,100,84,3,92.07,1,1,no,yes,0,medium
F,15,R,LE3,T,2,3,at_home,teacher,other,4,4,4,yes,yes,no,no,no,no,no,yes,4,5,5,2,2,1,92,Texas,African American,50,10,89,95.75,1,1,no,no,3,low
F,17,R,LE3,T,3,2,other,at_home,father,2,4,1,no,yes,no,no,yes,no,no,no,1,3,4,5,2,5,81,Florida,White,59,56,61,93.37,2,1,yes,no,2,low
F,19,U,GT3,T,1,0,teacher,health,father,2,1,2,no,yes,no,no,no,yes,no,yes,3,2,4,2,2,2,91,California,White,58,42,42,77.23,2,1,no,yes,4,medium
F,17,R,GT3,T,4,1,services,at_home,other,2,4,1,no,yes,yes,yes,yes,yes,no,yes,5,3,3,5,4,4,65,Texas,African American,4,46,45,77.53,3,1,yes,yes,1,high
F,15,R,LE3,T,2,1,other,at_home,father,1,2,2,yes,no,yes,no,yes,yes,yes,yes,3,1,2,5,4,5,31,California,White,2,41,13,75.35,1,1,no,no,3,low
F,18,U,LE3,A,2,1,at_home,other,other,4,1,4,no,yes,yes,yes,yes,no,yes,yes,1,2,3,4,1,2,87,Texas,African American,63,3,77,75.86,2,1,no,yes,2,high
M,17,R,GT3,A,3,1,other,other,father,3,3,4,yes,yes,no,yes,no,yes,no,yes,1,2,2,2,2,4,36,Florida,Hispanic,93,61,42,94.14,3,0,no,yes,1,high
M,19,R,LE3,A,3,2,services,health,mother,1,4,1,no,no,no,no,yes,no,yes,yes,1,2,4,1,5,2,53,California,Hispanic,46,24,0,86.81,2,1,no,no,4,medium
F,17,R,GT3,A,1,1,other,teacher,mother,4,1,2,yes,yes,no,no,no,no,yes,no,3,2,4,2,1,1,19,Florida,Asian,39,33,27,73.86,0,1,no,no,3,medium
M,16,U,LE3,T,2,2,other,health,mother,1,1,4,yes,yes,no,no,no,yes,yes,no,2,5,5,1,1,1,71,California,Other,7,55,83,79.27,1,0,no,no,3,high
M,17,R,LE3,T,3,1,other,health,father,3,1,1,yes,yes,yes,yes,yes,yes,yes,no,5,2,3,2,5,3,70,California,Other,55,68,18,72.32,0,1,no,no,4,high
F,15,U,GT3,A,3,1,other,at_home,mother,2,4,4,yes,yes,no,no,no,yes,yes,no,5,1,2,4,4,1,28,Texas,White,76,40,66,94.83,2,1,yes,yes,3,medium
F,18,R,LE3,T,3,3,teacher,services,mother,2,1,1,no,yes,no,yes,yes,yes,no,no,2,3,1,3,4,5,33,Texas,White,53,32,96,88.46,2,0,yes,no,4,low
M,18,R,GT3,T,0,2,services,health,other,1,2,4,yes,yes,yes,no,no,yes,no,no,4,1,1,3,2,1,21,California,Asian,83,43,61,74.93,1,0,no,yes,3,high
M,15,R,LE3,A,4,1,at_home,other,mother,3,2,2,yes,yes,no,no,yes,no,yes,yes,4,5,5,3,1,4,53,California,Other,76,70,99,95.12,0,0,no,no,4,medium
F,16,R,GT3,T,0,1,health,teacher,father,2,1,1,yes,yes,no,yes,yes,yes,no,no,3,4,2,2,4,2,41,Texas,Hispanic,5,91,77,96.91,3,1,no,no,3,low
F,15,R,GT3,T,3,3,other,other,mother,3,1,2,no,yes,no,no,yes,no,no,yes,1,3,5,1,5,3,45,Texas,Hispanic,73,83,7,91.16,3,1,yes,yes,0,high
F,17,R,LE3,A,3,4,other,health,father,4,4,3,no,no,yes,no,no,no,no,no,5,5,4,1,5,2,27,Texas,African American,52,73,83,84.93,2,0,yes,no,0,medium
F,15,R,GT3,A,1,4,teacher,services,father,2,3,4,no,yes,no,no,no,yes,no,yes,5,4,2,4,4,1,89,Texas,Hispanic,25,29,59,93.17,1,1,no,no,2,medium
M,15,U,LE3,A,1,3,teacher,health,father,2,2,4,yes,no,no,no,no,no,yes,yes,5,4,2,2,5,4,72,Florida,Other,69,66,55,81.5,3,1,no,yes,2,low
F,16,R,LE3,T,4,0,teacher,other,mother,1,4,4,yes,no,no,no,no,no,no,no,3,4,1,4,5,2,26,California,African American,25,27,57,83.42,2,1,yes,yes,4,low
M,17,R,GT3,T,0,3,teacher,services,mother,4,2,4,no,yes,yes,no,yes,no,no,no,3,2,1,5,2,4,38,California,White,27,94,43,82.88,3,0,yes,no,0,low
F,19,U,GT3,T,0,2,teacher,other,father,4,2,4,no,no,yes,yes,no,no,yes,no,2,3,3,4,4,5,91,California,Asian,75,39,48,99.25,0,1,yes,yes,2,medium
M,19,U,GT3,T,1,3,teacher,at_home,other,3,1,3,no,no,yes,no,no,yes,yes,no,4,2,5,3,5,1,73,Texas,Other,52,30,85,79.91,0,1,yes,no,4,low
F,18,R,GT3,T,3,1,services,health,mother,1,2,4,no,yes,no,yes,no,yes,no,yes,2,1,4,3,4,5,17,Texas,Hispanic,60,65,89,84.9,1,0,no,no,3,high
M,15,U,GT3,T,1,3,other,health,other,4,2,4,yes,yes,yes,no,no,yes,no,no,5,1,4,4,1,1,29,California,African American,39,94,98,96.59,1,1,yes,yes,0,low
M,18,U,LE3,A,2,2,other,teacher,father,4,2,4,yes,no,yes,no,no,yes,no,no,3,4,1,2,1,4,26,California,Hispanic,67,17,47,72.56,2,1,yes,no,4,high
M,16,R,GT3,A,2,3,teacher,teacher,father,1,3,3,yes,no,no,no,no,yes,yes,yes,1,5,5,2,2,5,29,Texas,White,87,9,77,78.69,0,0,no,yes,4,low
M,19,U,GT3,A,1,4,teacher,health,father,1,3,2,no,no,no,no,yes,no,yes,no,4,2,3,1,2,1,3,Texas,Hispanic,14,31,22,92.53,2,1,no,yes,1,high
M,15,R,LE3,T,4,0,services,health,father,1,2,4,yes,yes,yes,no,yes,no,yes,no,4,5,4,3,3,5,6,Florida,Hispanic,87,71,49,92.15,0,1,no,yes,2,low
F,16,R,GT3,A,1,1,other,services,mother,4,1,4,yes,no,no,no,no,yes,no,no,5,4,3,1,5,3,84,California,Asian,12,84,50,86.71,3,1,yes,yes,4,high
F,16,R,LE3,T,4,0,services,services,mother,1,2,1,no,no,no,yes,no,yes,no,yes,3,3,5,4,1,5,1,Texas,Hispanic,66,84,68,90.84,3,0,yes,no,4,low
M,15,U,LE3,A,4,3,teacher,other,mother,3,1,4,yes,no,no,yes,yes,yes,yes,no,3,2,3,4,5,5,72,California,Asian,90,42,0,78.51,0,1,yes,no,2,low
M,16,U,GT3,T,2,4,health,other,father,1,3,2,no,yes,no,yes,yes,yes,no,no,4,4,3,1,5,1,14,California,African American,44,45,89,89.44,2,1,no,yes,1,high
M,15,R,LE3,A,0,4,health,teacher,other,2,3,1,yes,yes,yes,yes,no,no,yes,no,1,4,2,5,5,5,16,Texas,White,78,84,14,71.42,2,1,yes,no,2,low
F,15,R,LE3,T,2,3,teacher,services,other,3,1,4,no,no,yes,yes,no,no,no,yes,2,4,4,4,3,5,69,Florida,Asian,25,94,50,99.57,2,1,yes,yes,1,medium
F,17,R,LE3,T,4,0,at_home,services,other,2,2,4,yes,yes,yes,no,yes,yes,no,yes,1,2,3,2,4,2,11,Florida,Hispanic,55,26,75,89.21,3,0,yes,no,1,low
F,18,R,LE3,T,0,4,health,teacher,other,3,1,4,no,yes,no,no,no,no,no,yes,5,2,3,3,1,3,32,Texas,African American,22,92,84,75.38,3,0,no,yes,0,medium
M,16,U,GT3,T,4,2,other,other,mother,4,4,2,yes,no,yes,yes,no,no,yes,no,1,1,2,2,4,1,69,California,Asian,38,77,100,91.64,0,0,yes,no,0,low
F,16,U,GT3,T,0,4,teacher,health,other,2,4,4,yes,no,no,no,yes,no,yes,no,2,3,2,3,5,2,41,Texas,Asian,96,8,16,89.18,0,0,no,no,4,medium
M,17,R,GT3,T,4,4,services,services,other,1,3,4,no,yes,no,no,yes,no,no,yes,5,2,1,4,3,4,32,Texas,African American,20,10,72,98.93,1,0,yes,no,4,low
M,17,R,LE3,A,0,2,health,at_home,other,3,1,2,yes,yes,yes,no,yes,no,no,no,5,3,3,1,4,3,12,California,White,13,70,0,78.67,3,0,yes,yes,4,low
M,17,R,GT3,T,3,0,other,other,mother,3,3,4,yes,yes,yes,no,yes,no,yes,yes,4,5,1,2,5,2,65,California,African American,12,4,94,71.69,3,0,no,no,0,low
M,19,R,GT3,A,0,0,other,other,father,1,4,4,yes,no,yes,yes,yes,no,yes,no,4,2,1,1,1,3,17,California,White,31,71,80,75.5,0,1,no,no,0,medium
F,19,U,LE3,A,2,1,other,at_home,other,4,3,4,no,no,no,no,no,no,no,yes,5,3,1,3,5,5,80,Florida,White,11,58,83,82.56,1,0,no,no,2,low
M,19,U,GT3,T,4,2,health,at_home,father,4,1,3,yes,no,no,yes,no,no,no,yes,1,1,2,4,3,3,55,Florida,Hispanic,62,66,52,77.13,0,0,yes,no,4,medium
F,15,U,GT3,A,1,4,teacher,teacher,mother,3,1,4,yes,no,no,yes,no,no,yes,yes,2,2,3,1,5,2,78,California,Asian,51,32,3,92.3,3,1,no,yes,2,high
F,16,R,GT3,A,0,2,at_home,health,other,4,2,2,no,yes,no,yes,no,yes,yes,no,2,1,3,1,3,2,25,California,African American,73,82,24,71.43,1,0,no,no,2,low
M,18,U,GT3,A,2,0,at_home,teacher,mother,4,3,1,yes,no,yes,no,yes,yes,no,yes,5,1,3,2,2,3,19,California,White,21,46,97,73.86,0,1,yes,yes,0,high
M,15,U,GT3,A,3,1,services,services,mother,3,4,4,no,no,no,yes,no,yes,no,yes,2,3,5,5,5,5,55,California,African American,46,31,6,79.26,3,0,yes,no,2,high
F,16,U,LE3,A,0,3,services,other,father,1,4,2,yes,yes,yes,no,yes,no,no,no,4,5,3,3,1,1,23,California,Asian,24,40,62,86.81,2,1,no,yes,0,low
F,16,U,GT3,A,4,0,services,other,other,4,4,1,yes,no,no,yes,yes,yes,no,no,1,4,4,4,4,5,59,Florida,African American,92,8,90,78.75,2,1,yes,no,0,high
F,17,R,GT3,T,0,4,teacher,services,father,3,1,2,no,yes,yes,yes,no,no,yes,yes,4,5,4,1,4,4,47,Texas,Other,70,10,1,86.85,2,0,no,no,0,low
M,17,R,LE3,T,3,2,other,health,mother,3,3,4,no,yes,no,no,yes,no,no,no,5,1,3,5,5,3,15,Texas,African American,34,34,44,79.34,3,1,yes,yes,3,low
F,15,R,GT3,A,0,3,at_home,health,father,1,1,4,no,no,no,no,yes,no,yes,no,1,1,1,2,2,1,67,Texas,White,92,11,4,92.8,1,0,yes,no,0,medium
M,17,R,LE3,T,2,1,at_home,at_home,mother,3,1,4,yes,no,yes,no,yes,no,no,no,4,3,2,1,4,5,66,Florida,Hispanic,79,11,67,92.25,3,0,no,no,4,low
F,16,R,LE3,A,4,3,services,services,father,1,4,2,no,no,yes,yes,no,no,no,no,5,4,4,1,4,4,66,Texas,Other,71,97,66,93.7,3,1,no,no,1,low
F,17,R,LE3,A,3,4,health,other,father,2,4,2,no,no,no,no,yes,no,no,no,5,4,5,3,4,3,62,Texas,Hispanic,50,49,24,98.7,1,0,no,yes,2,medium
M,19,U,LE3,T,3,3,other,teacher,mother,2,1,3,yes,no,no,no,yes,yes,yes,yes,2,5,4,4,5,1,37,Florida,Hispanic,58,50,48,94.78,3,0,yes,yes,4,medium
M,17,U,LE3,A,1,4,health,other,other,4,3,3,no,no,yes,yes,yes,yes,yes,no,5,1,4,4,4,3,64,Florida,Asian,72,35,25,94.87,3,0,no,yes,0,medium
M,16,R,GT3,T,3,3,teacher,health,mother,1,1,4,yes,no,no,yes,yes,yes,no,yes,3,5,2,5,5,3,11,Texas,Hispanic,19,97,90,81.43,2,0,no,yes,4,low
M,15,R,LE3,T,0,1,at_home,health,other,1,2,3,yes,yes,yes,no,no,yes,no,yes,5,5,5,5,5,1,42,Florida,Hispanic,18,29,43,79.33,2,0,no,no,4,medium
M,18,R,LE3,T,4,3,teacher,health,other,1,4,1,no,no,yes,no,no,no,yes,yes,2,3,1,4,1,3,50,Texas,African American,15,40,32,76.65,0,1,yes,no,4,high
F,17,U,LE3,T,3,2,health,other,father,3,4,1,no,yes,no,no,no,no,no,no,5,3,4,3,4,3,38,California,Other,61,2,60,83.31,1,0,no,yes,3,medium
F,16,R,GT3,A,1,0,services,health,other,1,2,1,yes,yes,yes,no,yes,yes,yes,yes,3,1,2,3,5,3,88,California,Other,28,97,8,81.29,1,1,yes,yes,1,high
M,18,U,GT3,A,3,3,other,services,mother,1,3,2,yes,yes,yes,no,yes,no,no,no,2,2,2,3,3,5,48,Texas,African American,97,48,34,76.64,1,0,yes,yes,3,high
F,18,U,GT3,A,3,2,teacher,teacher,other,4,1,1,yes,no,yes,yes,no,no,no,no,4,4,5,2,5,1,50,Texas,White,91,54,7,70.05,3,0,no,no,0,low
F,19,R,LE3,A,2,3,services,health,mother,2,3,4,yes,yes,no,yes,yes,no,no,no,4,5,5,1,3,5,57,Texas,Other,33,31,12,83.67,0,1,no,yes,4,low
F,18,U,LE3,T,3,4,services,other,father,1,2,4,no,yes,yes,yes,no,no,yes,yes,4,2,1,1,2,1,82,California,Other,80,78,67,99.42,1,0,yes,yes,1,low
F,16,R,LE3,T,3,1,health,other,mother,4,2,4,no,no,no,no,no,yes,no,yes,3,4,3,3,3,3,88,Florida,Other,3,7,40,91.9,3,0,yes,yes,4,medium
F,16,U,LE3,A,3,1,other,at_home,father,3,2,4,yes,no,no,no,yes,yes,no,no,4,5,4,1,3,2,22,Florida,Asian,54,50,4,98.19,1,1,no,yes,0,medium
M,17,R,LE3,T,0,1,health,other,mother,1,1,2,no,yes,no,no,yes,no,yes,yes,1,3,5,4,1,4,76,Texas,Other,51,48,13,85.01,3,0,yes,no,2,high
M,17,R,GT3,T,2,1,other,teacher,other,4,3,4,yes,no,no,yes,no,yes,yes,no,3,3,2,3,1,2,62,Texas,White,97,72,75,99.6,2,1,yes,yes,2,medium
F,17,U,GT3,T,3,2,health,other,mother,2,1,3,no,no,yes,no,yes,no,yes,no,1,2,2,1,4,5,41,Texas,Other,29,89,19,75.98,2,1,yes,no,1,medium
F,18,R,GT3,T,0,1,teacher,services,other,4,2,2,yes,no,no,no,no,yes,yes,yes,2,2,1,2,1,4,27,Texas,White,58,62,4,86.58,3,0,yes,no,4,high
F,18,U,GT3,A,2,0,at_home,other,mother,4,2,2,no,yes,no,no,yes,yes,yes,no,5,5,5,4,4,3,56,Florida,Other,63,21,88,77.81,1,1,no,no,4,medium
F,19,R,LE3,T,1,0,teacher,teacher,other,3,2,4,yes,no,no,no,no,yes,yes,yes,1,1,3,3,2,1,37,Florida,White,37,37,12,76.86,2,1,no,no,4,high
F,17,U,LE3,A,0,3,at_home,health,other,2,1,1,no,no,yes,yes,yes,no,yes,yes,2,4,1,5,2,3,70,Florida,African American,29,93,22,98.07,0,1,yes,yes,2,high
M,15,R,LE3,A,3,1,at_home,services,father,1,2,1,yes,yes,no,yes,no,yes,no,yes,5,1,2,1,4,4,31,Florida,Other,94,32,41,87.3,2,1,no,yes,3,high
M,19,U,GT3,A,3,3,other,other,father,4,3,2,no,yes,no,yes,yes,yes,no,no,3,1,2,5,2,1,0,Florida,White,42,13,44,72.51,3,1,no,no,2,low
F,15,R,GT3,T,3,3,at_home,teacher,other,2,4,4,no,no,yes,no,no,no,yes,yes,1,4,4,5,4,2,60,Florida,Asian,95,68,36,81.03,1,1,yes,no,4,low
F,18,U,LE3,A,1,4,health,health,mother,4,4,4,no,yes,no,no,yes,yes,yes,no,4,3,4,2,4,3,47,Florida,Asian,55,9,62,95.14,1,0,no,no,2,low
F,19,R,GT3,T,4,1,other,at_home,father,4,1,4,no,no,yes,no,no,yes,yes,no,5,4,4,4,3,3,11,Florida,African American,97,43,55,72.81,2,0,no,yes,3,low
M,19,R,GT3,T,3,4,at_home,teacher,other,1,1,1,yes,no,no,yes,no,yes,yes,no,3,5,3,3,4,4,32,Texas,Hispanic,81,24,30,70.66,2,1,yes,no,2,high
M,16,R,LE3,A,0,0,at_home,services,father,1,1,2,no,no,no,yes,no,no,yes,yes,3,1,4,5,1,4,32,California,Asian,5,83,37,95.37,2,1,yes,no,3,medium
F,18,R,LE3,T,0,1,services,at_home,father,4,4,1,no,no,no,no,yes,yes,yes,no,3,1,4,1,1,1,69,California,Other,2,51,90,90.44,2,0,no,yes,2,low
F,18,R,GT3,A,3,2,other,at_home,father,3,3,2,no,yes,no,no,no,yes,yes,yes,1,5,2,2,5,1,83,California,African American,39,74,73,72.1,1,1,no,no,0,high
M,19,U,GT3,T,0,3,at_home,teacher,other,2,3,4,yes,no,yes,no,no,yes,no,yes,3,3,1,3,3,2,32,California,White,77,50,45,75.51,2,1,yes,yes,2,medium
F,18,U,LE3,T,3,4,other,at_home,father,1,2,1,no,yes,yes,no,no,no,yes,no,2,1,4,5,2,5,33,Florida,White,37,50,59,72.13,1,0,no,no,0,low
F,19,U,LE3,A,4,1,at_home,at_home,other,1,2,3,no,no,yes,no,no,yes,no,yes,4,4,2,1,5,3,54,California,White,16,33,65,72.08,1,1,no,yes,3,low
M,16,R,LE3,A,3,1,health,services,mother,4,2,2,no,yes,yes,no,yes,no,yes,yes,5,3,1,3,5,3,0,Texas,White,50,15,83,97,1,1,no,yes,0,high
M,19,U,LE3,A,4,2,teacher,at_home,father,3,4,1,yes,yes,no,no,no,yes,no,no,2,1,1,1,5,2,85,California,Other,26,67,27,92.61,3,1,no,yes,3,low
F,18,U,GT3,T,0,1,at_home,teacher,father,4,4,4,yes,yes,no,yes,no,yes,no,no,5,3,4,5,2,2,17,California,Asian,36,56,78,85.39,2,1,no,no,1,medium
F,18,R,GT3,A,1,4,other,teacher,other,3,2,1,no,no,yes,no,yes,yes,no,no,5,2,1,3,3,2,92,California,White,25,99,34,79.57,2,1,yes,yes,1,low
M,19,U,LE3,T,1,2,other,other,other,1,1,1,yes,no,yes,yes,no,yes,yes,no,4,4,2,3,1,1,1,Florida,Other,77,52,55,88.34,1,1,yes,yes,3,low
M,19,U,GT3,A,4,2,teacher,services,mother,1,1,2,no,no,no,yes,yes,yes,no,yes,2,4,2,2,5,1,64,Texas,African American,59,51,0,78.57,3,0,yes,no,2,medium
M,19,R,LE3,A,2,1,health,teacher,mother,1,3,3,yes,no,no,no,no,yes,no,yes,5,3,4,1,3,1,69,California,Other,99,27,87,74.27,3,0,yes,no,0,medium
M,17,R,LE3,T,1,3,other,other,other,4,2,2,yes,no,no,yes,no,no,yes,yes,1,1,3,4,2,5,26,California,African American,87,73,28,84.6,2,1,no,yes,4,medium
M,18,U,LE3,T,4,0,health,services,father,2,1,4,yes,yes,yes,no,no,yes,no,yes,4,1,5,4,4,4,77,Florida,Asian,20,87,42,95.36,2,0,yes,no,2,high
F,18,R,GT3,A,3,1,other,teacher,mother,4,1,2,yes,no,yes,yes,no,yes,no,yes,2,4,5,4,5,3,82,California,White,64,47,54,90.54,2,0,yes,yes,0,high
M,17,U,GT3,A,3,0,other,other,mother,3,2,1,yes,no,yes,no,yes,yes,yes,no,1,1,1,1,4,2,90,Texas,Hispanic,61,72,89,93.55,3,1,no,yes,3,medium
M,19,U,GT3,T,2,1,services,health,other,3,4,4,yes,yes,no,yes,no,yes,yes,no,5,1,1,2,3,3,64,Texas,African American,41,5,82,75.36,3,1,yes,no,3,high
M,16,R,LE3,T,0,2,health,services,father,2,3,1,no,yes,no,yes,yes,yes,no,no,4,2,1,3,4,3,40,Florida,Hispanic,95,36,33,98.85,2,0,yes,yes,3,high
M,19,U,GT3,T,3,0,services,teacher,father,4,4,4,no,yes,yes,yes,no,yes,yes,no,2,2,5,1,3,5,28,California,Other,62,9,19,72.26,3,1,yes,yes,2,low
M,19,U,GT3,A,0,4,services,services,other,1,1,4,no,yes,yes,yes,yes,yes,no,yes,1,3,3,3,5,3,26,Texas,Other,74,60,64,85.31,3,1,yes,yes,2,high
F,17,R,LE3,A,4,4,health,at_home,other,1,1,4,no,no,no,yes,no,yes,no,yes,5,3,5,4,5,4,60,Texas,Hispanic,57,94,79,81.16,2,1,no,yes,0,low
M,18,U,LE3,A,1,1,at_home,teacher,father,3,1,3,no,no,no,yes,no,no,no,no,3,3,3,5,3,3,70,California,Asian,80,99,40,87.77,0,0,yes,no,1,low
F,19,U,LE3,T,4,2,health,services,mother,2,4,1,yes,yes,yes,no,no,yes,no,yes,3,4,4,5,3,2,59,California,White,61,40,76,98.22,0,0,yes,yes,3,low
M,18,R,GT3,A,3,0,at_home,services,other,4,4,3,yes,yes,no,no,yes,no,no,no,4,3,1,5,5,4,63,Florida,Other,66,51,87,73.32,3,1,no,no,2,low
F,15,U,GT3,A,3,1,teacher,teacher,mother,2,2,3,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,2,1,3,28,Florida,Hispanic,100,33,87,73.96,3,1,yes,yes,4,medium
F,18,R,LE3,A,4,2,services,teacher,other,1,1,2,yes,no,yes,no,yes,yes,no,yes,3,3,2,2,5,5,1,California,Hispanic,28,8,24,80.04,0,1,yes,yes,1,high
F,16,R,LE3,A,4,1,health,services,father,1,3,3,yes,no,no,yes,no,yes,no,no,4,1,4,5,2,4,49,Florida,African American,18,28,98,89.24,3,0,yes,no,0,medium
